,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
63,64,70,RM,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,0,0,576,GasA,Gd,Y,SBrkr,6.804614520062624,808,0,7.444248649496705,0,0,2,0,3,1,TA,Typ,0,480,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,11.84939770159144
64,65,60,RL,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,739,0,318,GasA,Ex,Y,SBrkr,6.963189985870238,977,0,7.617759576608505,1,0,2,1,3,1,Gd,Typ,0,645,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,12.299107511497363
65,66,60,RL,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1143,GasA,Ex,Y,SBrkr,7.04141166379481,1330,0,7.813187267521416,0,0,2,1,4,1,Gd,Typ,1,852,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,12.666657052859417
66,67,20,RL,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,912,0,1035,GasA,TA,Y,SBrkr,7.699389406256737,0,0,7.699389406256737,1,0,2,0,3,1,TA,Min1,1,576,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,12.100712129872347
67,68,20,RL,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1013,0,440,GasA,Ex,Y,SBrkr,7.2991214627108,0,0,7.2991214627108,1,0,2,0,3,1,Gd,Typ,0,558,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,12.328290278254423
68,69,30,RM,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,0,0,747,GasA,TA,Y,SBrkr,6.616065185132817,0,0,6.616065185132817,0,0,1,0,2,1,TA,Typ,0,220,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,11.289781913656018
69,70,50,RL,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,Gd,TA,CBlock,603,0,701,GasW,TA,Y,SBrkr,7.1731917424865985,983,0,7.734996194022781,0,0,2,0,3,1,TA,Typ,1,667,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,12.323855681186558
70,71,20,RL,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,1880,0,343,GasA,Ex,Y,SBrkr,7.706612913964197,0,0,7.706612913964197,1,0,2,0,3,1,TA,Typ,2,516,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,12.404923504275338
71,72,20,RL,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,565,0,280,GasA,TA,Y,SBrkr,6.739336627357174,0,0,6.739336627357174,1,0,1,0,2,1,TA,Typ,0,360,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,11.771436160121729
72,73,60,RL,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,832,GasA,Gd,Y,SBrkr,6.785587645007929,833,0,7.4489161025442,0,0,2,1,3,1,TA,Typ,1,427,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,12.128111104060462
73,74,20,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,320,362,404,GasA,Gd,Y,SBrkr,6.990256500493881,0,0,6.990256500493881,1,0,1,0,3,1,TA,Typ,0,490,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,11.883799128308773
74,75,50,RM,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,0,0,840,GasA,Gd,N,SBrkr,6.733401891837359,765,0,7.380879035564116,0,0,2,0,3,2,TA,Typ,0,379,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,11.584315461056901
75,76,180,RM,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,462,0,0,GasA,TA,Y,SBrkr,6.26530121273771,462,0,6.895682697747868,1,0,1,0,2,1,TA,Typ,0,297,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,11.418614785498987
76,77,20,RL,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,228,0,724,GasA,Ex,Y,FuseA,6.858565034791365,0,0,6.858565034791365,0,0,1,0,2,1,TA,Typ,0,283,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,11.818570237796182
77,78,50,RM,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,336,41,295,GasA,TA,Y,SBrkr,6.977281341630747,213,0,7.158513997329321,1,0,1,0,2,1,TA,Min1,0,240,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,11.751942365440728
78,79,90,RL,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,1768,GasA,TA,N,SBrkr,7.477604243197589,0,0,7.477604243197589,0,0,2,0,4,2,TA,Typ,0,0,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,11.824079893607152
79,80,50,RM,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0,0,440,GasA,Gd,Y,SBrkr,6.525029657843462,548,0,7.114769448366463,0,0,1,1,2,1,TA,Typ,0,440,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,11.608235644774552
80,81,60,RL,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,448,0,448,GasA,TA,Y,SBrkr,7.074963197966044,960,0,7.669495251007694,0,0,2,1,4,1,Gd,Typ,1,509,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,12.173032791451973
81,82,120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1201,0,36,GasA,Ex,Y,SBrkr,7.198183577101943,0,0,7.198183577101943,1,0,2,0,2,1,TA,Typ,0,405,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,11.941455846009388
82,83,20,RL,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,33,0,1530,GasA,Ex,Y,SBrkr,7.354362330421477,0,0,7.354362330421477,0,0,2,0,3,1,Gd,Typ,1,758,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,12.409013489526863
83,84,20,RL,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,1065,GasA,Gd,Y,SBrkr,6.970730078143525,0,0,6.970730078143525,0,0,1,1,3,1,TA,Typ,0,461,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,11.747997587149712
84,85,80,RL,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0,0,384,GasA,Gd,Y,SBrkr,6.6895992691789665,670,0,7.295735072749282,0,0,2,1,3,1,TA,Typ,1,400,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,12.034691028774553
85,86,60,RL,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,0,0,1288,GasA,Ex,Y,SBrkr,7.170888478512505,1116,0,7.790282380703483,0,0,2,1,4,1,Gd,Typ,1,462,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,12.468436909997665
86,87,60,RL,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,684,GasA,Ex,Y,SBrkr,6.52795791762255,876,0,7.352441100243583,0,0,2,1,3,1,Gd,Typ,1,400,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,12.066810578196666
87,88,160,FV,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,612,GasA,Ex,Y,SBrkr,6.416732282512326,612,0,7.1098794630722715,0,0,2,1,2,1,Gd,Typ,0,528,Y,0,234,0,0,0,0,0,6,2009,New,Partial,12.010665849187564
88,89,50,C (all),8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,Fa,Fa,CBlock,0,0,1013,GasA,TA,N,SBrkr,6.920671504248683,0,513,7.330405211844402,0,0,1,0,2,1,Fa,Typ,0,0,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,11.350406535472453
89,90,20,RL,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,588,0,402,GasA,Ex,Y,SBrkr,6.897704943128636,0,0,6.897704943128636,1,0,1,0,3,1,TA,Typ,0,0,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,11.724805824005728
90,91,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,0,0,0,GasA,TA,Y,FuseA,6.946975992135418,0,0,6.946975992135418,0,0,1,0,2,1,TA,Typ,0,420,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,11.607326140391713
91,92,20,RL,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,600,0,635,GasA,TA,Y,SBrkr,7.118826249062078,0,0,7.118826249062078,0,0,1,0,2,1,TA,Typ,0,480,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,11.498826540590727
92,93,30,RL,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,713,0,163,GasA,Ex,Y,SBrkr,6.871091294610546,0,0,6.871091294610546,1,0,1,0,2,1,TA,Typ,0,432,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,12.004568269319446
93,94,190,C (all),7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,1046,0,168,GasW,Ex,N,SBrkr,7.138866999945524,1031,0,7.736743682453495,0,1,2,0,4,2,TA,Typ,1,506,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,11.804848531679264
94,95,60,RL,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,648,0,176,GasA,Ex,Y,SBrkr,6.807934943699926,881,0,7.487733761436444,1,0,2,1,3,1,Gd,Typ,0,684,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,12.229545001715316
95,96,60,RL,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,Ex,Gd,PConc,310,0,370,GasA,Gd,Y,SBrkr,6.522092798170152,790,0,7.293017679772782,0,0,2,1,3,1,TA,Typ,1,420,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,12.128111104060462
96,97,20,RL,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1162,0,426,GasA,Ex,Y,SBrkr,7.370230641807081,0,0,7.370230641807081,0,0,2,0,3,1,Gd,Typ,0,472,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,12.273731294003989
97,98,20,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,520,0,440,GasA,TA,Y,FuseF,6.866933284461882,0,0,6.866933284461882,1,0,1,0,3,1,TA,Typ,0,432,P,120,0,0,0,0,0,0,5,2007,WD,Normal,11.458997122944673
98,99,30,RL,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,108,0,350,GasA,Fa,N,SBrkr,6.727431724850855,0,0,6.727431724850855,0,0,1,0,2,1,TA,Typ,0,366,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,11.326595886778735
99,100,20,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,569,0,381,GasA,Fa,Y,SBrkr,7.110696122978827,0,0,7.110696122978827,1,0,1,1,3,1,TA,Typ,0,0,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,11.76718001130949
100,101,20,RL,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,1200,0,410,GasA,Gd,Y,SBrkr,7.383989457978509,0,0,7.383989457978509,1,0,2,0,3,1,Gd,Typ,2,480,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,12.230765258120545
101,102,60,RL,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,0,0,741,GasA,TA,Y,SBrkr,6.884486652042782,755,0,7.4570320891223805,0,0,2,1,3,1,Gd,Typ,1,476,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,12.089538829274222
102,103,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,Fa,Slab,0,0,0,GasA,TA,Y,SBrkr,7.336285660021297,0,0,7.336285660021297,0,0,2,0,4,2,TA,Typ,0,410,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,11.686576205316552
103,104,20,RL,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1226,GasA,Ex,Y,SBrkr,7.111512116496157,0,0,7.111512116496157,0,0,2,0,3,1,Gd,Typ,0,740,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,12.200557464842063
104,105,50,RM,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,TA,Fa,PConc,224,0,816,GasA,Ex,Y,FuseF,7.111512116496157,592,0,7.505492274737424,0,0,1,1,4,1,TA,Typ,2,240,Y,0,0,0,0,184,0,0,6,2007,WD,Normal,12.040608205802641
105,106,60,FV,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1053,GasA,Ex,Y,SBrkr,6.959398512133975,939,0,7.596894438144544,0,0,2,1,3,1,Gd,Typ,1,648,Y,140,45,0,0,0,0,0,8,2008,WD,Normal,12.429216196844383
106,107,30,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,0,0,641,GasA,Gd,Y,SBrkr,6.953684210870537,0,0,6.953684210870537,0,0,1,0,2,1,TA,Typ,0,273,N,0,0,0,0,0,0,450,8,2007,WD,Normal,11.512925464970229
107,108,20,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,104,169,516,GasA,Ex,Y,SBrkr,6.670766320845874,0,0,6.670766320845874,0,0,1,0,2,1,TA,Typ,0,250,Y,0,0,0,0,0,0,0,4,2008,WD,Partial,11.652687407345388
108,109,50,RM,8500,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,0,0,793,GasW,TA,N,FuseF,6.904750769961838,520,0,7.324489979348532,0,0,2,0,3,1,Fa,Typ,0,0,N,0,0,144,0,0,0,0,8,2007,WD,Normal,11.652687407345388
109,110,20,RL,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,705,0,1139,GasA,Ex,Y,SBrkr,7.519692404116539,0,0,7.519692404116539,0,0,2,0,3,1,TA,Typ,1,546,Y,0,122,0,0,0,0,0,1,2010,COD,Normal,12.154779351142624
110,111,50,RL,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,444,0,550,GasA,Gd,Y,SBrkr,7.103322062526113,639,0,7.5256399750415355,0,0,2,0,4,1,TA,Typ,0,325,Y,182,0,0,0,0,0,0,10,2006,WD,Normal,11.82700601127654
111,112,80,RL,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,250,0,134,GasA,Ex,Y,SBrkr,6.651571873589727,656,0,7.265429723253953,0,0,2,1,3,1,TA,Typ,1,400,Y,180,0,0,0,0,0,0,4,2010,WD,Normal,12.100712129872347
112,113,60,RL,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,984,0,280,GasA,Ex,Y,SBrkr,7.156176637480615,1414,0,7.899524472032198,1,0,2,1,4,1,Ex,Typ,1,792,Y,120,184,0,0,168,0,0,10,2007,New,Partial,12.858319703517948
113,114,20,RL,21000,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,35,869,905,GasA,TA,Y,SBrkr,7.7226775164680035,0,0,7.7226775164680035,1,0,2,0,3,1,Gd,Typ,2,450,Y,166,120,192,0,0,0,0,10,2007,COD,Abnorml,12.287652632522597
114,115,70,RL,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,774,150,104,GasA,Ex,Y,SBrkr,7.269616749608169,884,0,7.749322464660356,1,0,2,1,3,1,Gd,Typ,1,180,Y,224,0,0,0,0,0,0,7,2007,WD,Normal,12.46651198158808
115,116,160,FV,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,419,0,310,GasA,Gd,Y,SBrkr,6.591673732008658,729,0,7.284820912568604,0,0,2,1,2,1,TA,Typ,1,440,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,12.078239274020289
116,117,20,RL,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,170,670,252,GasA,TA,Y,SBrkr,6.9957661563048505,0,0,6.9957661563048505,0,1,1,0,3,1,TA,Typ,1,288,Y,0,20,144,0,0,0,0,9,2009,WD,Normal,11.842229212112828
117,118,20,RL,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1125,GasA,Gd,Y,SBrkr,7.025538314638521,0,0,7.025538314638521,0,0,1,1,2,1,TA,Typ,0,430,Y,80,64,0,0,0,0,0,4,2007,New,Partial,11.951180395901384
118,119,60,RL,12376,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,TA,TA,PConc,1470,0,203,GasA,Gd,Y,SBrkr,7.4377951216719325,1523,0,8.07775756373692,1,0,3,0,5,1,Gd,Typ,2,594,Y,367,0,0,0,0,0,0,5,2010,WD,Normal,12.676076274775909
119,120,60,RL,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,728,GasA,Ex,Y,SBrkr,6.590301048196686,728,0,7.283448228756631,0,0,2,1,3,1,Gd,Typ,1,390,Y,0,24,0,0,0,0,0,7,2006,New,Partial,12.007560729337492
120,121,80,RL,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,TA,TA,CBlock,938,0,0,GasA,Ex,Y,SBrkr,6.895682697747868,0,0,6.895682697747868,1,0,1,0,1,1,TA,Typ,2,540,Y,0,130,0,130,0,0,0,10,2006,WD,Normal,12.100712129872347
121,122,50,RM,6060,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,PConc,0,0,732,GasA,Gd,Y,SBrkr,6.648984550024776,351,0,7.023758954738443,0,0,1,0,3,1,TA,Typ,0,264,P,0,0,140,0,0,0,0,6,2007,WD,Normal,11.512925464970229
122,123,20,RL,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,570,0,510,GasA,Gd,Y,SBrkr,6.984716320118266,0,0,6.984716320118266,0,0,1,0,3,1,TA,Typ,0,288,Y,0,0,0,0,130,0,0,6,2008,WD,Normal,11.820410164718188
123,124,120,RL,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,Gd,TA,PConc,300,0,899,GasA,Ex,Y,SBrkr,7.089243155027514,0,0,7.089243155027514,0,0,2,0,2,1,Gd,Typ,0,530,Y,0,63,0,0,0,0,0,3,2008,WD,Normal,11.94405831982697
124,125,20,RL,17043,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,0,0,1362,GasA,TA,Y,SBrkr,7.368970402194793,0,0,7.368970402194793,0,0,2,0,3,1,TA,Typ,1,435,Y,192,0,0,0,0,0,0,1,2009,WD,Normal,12.106252310247962
125,126,190,RM,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,CBlock,490,0,30,GasA,Gd,N,SBrkr,6.253828811575473,0,234,6.625392368007956,1,0,1,0,2,1,TA,Typ,0,0,N,53,0,0,0,0,0,0,6,2006,WD,Normal,11.344506813345266
126,127,120,RL,4928,Pave,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,120,0,958,GasA,TA,Y,SBrkr,6.86484777797086,0,0,6.86484777797086,0,0,2,0,2,1,TA,Typ,1,440,Y,0,205,0,0,0,0,0,2,2007,WD,Normal,11.759785542901755
127,128,45,RM,4388,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,TA,Gd,BrkTil,116,0,556,GasA,Ex,Y,SBrkr,6.733401891837359,0,0,6.733401891837359,0,0,1,0,3,1,TA,Typ,1,0,N,0,0,0,0,0,0,0,6,2007,WD,Normal,11.37366339763672
